Title,URL,First published,State,Total
Multi-decadal surface temperature trends in East Antarctica inferred from borehole firn temperature measurements and geophysical inverse methods,http://scholar.colorado.edu/geog_gradetds/11,2016-05-26,published,17
Multi-proxy Responses of Icelandic Lakes to Holocene Tephra Perturbations,http://scholar.colorado.edu/geol_gradetds/61,2016-12-15,published,11
Multi-satellite simultaneous observations of magnetopause and atmospheric losses of radiation belt electrons during an intense solar wind dynamic pressure pulse,http://scholar.colorado.edu/asen_facpapers/6,2018-03-28,published,2
Multi-sensory processing in adults: An EEG study of latency and amplitude in the N1 and P2 peaks,http://scholar.colorado.edu/slhs_gradetds/2,2016-07-15,published,32
"Multicatalytic, Light-Driven Reactions for Improved Biofuels and Wastewater Remediation",http://scholar.colorado.edu/chbe_gradetds/137,2019-01-28,published,5
Multicolor fluorescent lineage analysis: A retroviral-based mouse system for studying muscle stem cells,http://scholar.colorado.edu/honr_theses/735,2014-12-02,published,43
Multielectron Dynamics of Singlet Fission in the Condensed Phase,http://scholar.colorado.edu/chem_gradetds/150,2017-03-17,published,19
Multielectron Effects in Strong Field Processes in Molecules,http://scholar.colorado.edu/phys_gradetds/163,2017-05-16,published,27
Multigenerational depression and anxiety influence maternal measures of stress during pregnancy,http://scholar.colorado.edu/honr_theses/1148,2016-05-12,published,107
Multigrid Methods on Parallel Computers -- a Survey on Recent Developments ; CU-CS-504-90,http://scholar.colorado.edu/csci_techreports/485,2014-08-27,published,1
Multigrid Reduction in Time for Nonlinear Parabolic Problems,http://scholar.colorado.edu/appm_gradetds/124,2018-12-06,published,0
Multigrid Reduction in Time for Nonlinear Parabolic Problems,http://scholar.colorado.edu/appm_gradetds/92,2017-10-31,published,19
Multilanguage Interoperability in Distributed Systems: Experience Report ; CU-CS-782-95,http://scholar.colorado.edu/csci_techreports/736,2014-08-27,published,4
Multilevel Models for the Distribution of Hosts and Symbionts,http://scholar.colorado.edu/libr_oafund/45,2017-08-04,published,1
Multilingual Scholarship: Non-English Sources and Reference Management Software,http://scholar.colorado.edu/libr_facpapers/125,2018-06-25,published,5
Multilocus Genetic Divergence Within and Among Three Species of Timena Walking Sticks,http://scholar.colorado.edu/honr_theses/680,2014-07-24,published,6
Multimodal Cues in the Socialization of Joint Attention in Young Children with Varying Degrees of Vision: Getting the Point Even When You Can't See It,http://scholar.colorado.edu/slhs_gradetds/44,2017-08-17,published,5
Multimodal Labeling and Characterization of Social Network Data for Detection and Prediction of Cyberbullying,http://scholar.colorado.edu/csci_gradetds/111,2017-05-12,published,24
Multimodal Recognition of Diverse Peptides by the SH2 Domains of PLCγ1 and SH2B1,http://scholar.colorado.edu/chem_gradetds/272,2018-12-06,published,0
Multimodal Recognition of Diverse Peptides by the Sh2 Domains of Plcγ1 and Sh2b1,http://scholar.colorado.edu/chem_gradetds/226,2017-11-20,published,5
Multiple Effects of Anthropogenic Climate Change on the Growth and Calcification of Marine Phytoplankton,http://scholar.colorado.edu/envs_gradetds/64,2018-11-01,published,5
Multiple Exciton Generation in Quantum Dot Solar Cells,http://scholar.colorado.edu/phys_gradetds/66,2016-09-29,published,27
Multiple Factors Converge to Influence Women’s Persistence in Computing: A Qualitative Analysis of Persisters and Nonpersisters,http://scholar.colorado.edu/atlas_facpapers/4,2019-01-28,published,1
Multiple Object 3D-Mapping using a Physics Simulator ; CU-CS-1069-10,http://scholar.colorado.edu/csci_techreports/998,2014-08-27,published,13
Multiple POT1–TPP1 Proteins Coat and Compact Long Telomeric Single-Stranded DNA,http://scholar.colorado.edu/chem_facpapers/24,2015-05-21,published,1
Multiple Representation Perspectives for Supporting Explanation in Context ; CU-CS-645-93,http://scholar.colorado.edu/csci_techreports/619,2014-08-27,published,0
"Multiple Yeast Genes, Including Paf1 Complex Genes, Affect Telomere Length via Telomerase RNA Abundance",http://scholar.colorado.edu/chem_facpapers/18,2015-05-21,published,1
Multiple disturbance effects on snowmelt and summer microenvironment in a subalpine conifer forest,http://scholar.colorado.edu/honr_theses/332,2014-06-23,published,36
"Multiple generations of granitoid gneisses hosting supracrustal belts in the Archean Inukjuak domain (Quebec, Canada)",http://scholar.colorado.edu/honr_theses/540,2014-06-23,published,88
Multiple syntrophic interactions drive biohythane production from waste sludge in microbial electrolysis cells.,http://scholar.colorado.edu/cven_facpapers/1,2018-03-16,published,1
Multiport Network Model for Evaluating Radiation Loss and Spurious Coupling among Discontinuities in Microstrip Circuits,http://scholar.colorado.edu/elmimi/6,2014-10-10,published,3
Multiscale Investigation of Acid Mine Drainage: the Effect of Organic Carbon Cycling on Microbial Activity and Pyrite Oxidation,http://scholar.colorado.edu/cven_gradetds/327,2018-07-19,published,2
Multiscale Landform Characterization for Land Use Evaluation using Fuzzy Sets,http://scholar.colorado.edu/geog_gradetds/10,2016-05-26,published,15
Multivalent Peptides as New Biomarker Probes for the Detection of Cancer Metastasis,http://scholar.colorado.edu/honr_theses/335,2014-06-23,published,33
"Multivariate Analyses of Balance Test Performance, Vestibular Thresholds, and Age.",http://scholar.colorado.edu/asen_facpapers/16,2018-06-28,published,0
Multivariate Nonparametric Estimation of Value at Risk and Expected Shortfall for Nonlinear Returns Using Extreme Value Theory,http://scholar.colorado.edu/honr_theses/614,2014-07-24,published,26
Multi‐decadal Stochastic Streamflow Projections and Application to Water Resources Decision Making in the Colorado River Basin,http://scholar.colorado.edu/cven_gradetds/187,2018-05-21,published,7
Murine Polyomavirus Cell Surface Receptors Activate Distinct Signaling Pathways Required for Infection.,http://scholar.colorado.edu/mcdb_facpapers/16,2018-02-14,published,0
Music Perception in Simulations of Cochlear Implant Listening,http://scholar.colorado.edu/honr_theses/1754,2018-11-30,published,5
Music and Belonging,http://scholar.colorado.edu/honr_theses/226,2014-06-06,published,14
"Music, Culture, and the Politics of Health: Ethnography of a South African AIDS Choir",http://scholar.colorado.edu/books/41,2017-08-09,published,11
"Music, Culture, and the Politics of Health: Ethnography of a South African AIDS Choir",http://scholar.colorado.edu/cuathors/49,2017-08-31,published,4
"Music, Identity, and Afrovenezuelan Culture: The Dynamics of a Contemporary Tradition in the Central Coastal Region",http://scholar.colorado.edu/muco_gradetds/2,2016-02-11,published,39
Music-Induced Hearing Loss from Portable Listening Devices: Evaluating the Factors That Influence Risk Behaviors,http://scholar.colorado.edu/slhs_gradetds/9,2016-08-23,published,32
"Mutagenic Analysis of ArnD, an Enzyme Essential for Polymyxin Resistance",http://scholar.colorado.edu/honr_theses/311,2014-06-16,published,33
"Mutual Integration Versus Forced Assimilation: The Conflict between Sandinistas and Miskitu Indians, 1979-1987",http://scholar.colorado.edu/honr_theses/502,2014-06-23,published,28
Mutually Assured Survival: A Constructivist Analysis of Transnational Cultural Interactions and Their Influence on Nuclear Disarmament Initiatives,http://scholar.colorado.edu/honr_theses/1116,2016-05-12,published,110
My Floating World,http://scholar.colorado.edu/art_mfa/15,2018-07-20,published,0
My Head is a Dangerous Neighborhood,http://scholar.colorado.edu/engl_gradetds/72,2017-03-29,withdrawn,12
My Slice of Librarianship,http://scholar.colorado.edu/libr_fellows/2,2017-05-03,published,19
My Year of Painting,http://scholar.colorado.edu/engl_gradetds/70,2017-03-17,published,7
My father is my sister's brother: A relational dialectics study of intrafamily adoption,http://scholar.colorado.edu/comm_ugrad/1,2018-04-18,published,36
MyShield: Protecting Mobile Device Data via Security Circles ; CU-CS-1091-12,http://scholar.colorado.edu/csci_techreports/1020,2014-08-27,published,162
MyZone: A Next-Generation Online Social Network ; CU-CS-1089-11,http://scholar.colorado.edu/csci_techreports/1018,2014-08-27,published,21
Myelination Is Associated with Processing Speed in Early Childhood: Preliminary Insights.,http://scholar.colorado.edu/libr_oafund/58,2017-08-07,published,24
N-terminal Domain of Yeast Telomerase Reverse Transcriptase: Recruitment of Est3p to the Telomerase Complex,http://scholar.colorado.edu/chem_facpapers/10,2015-05-21,published,1
NEEM: An Agent Based Meeting Augmentation System ; CU-CS-937-02,http://scholar.colorado.edu/csci_techreports/881,2014-08-27,published,4
NEXT Issue Five,http://scholar.colorado.edu/next/vol5/iss1/1,2017-03-23,published,21
"NIST Microwave Blackbody: The Design, Testing, and Verification of a Conical Brightness Temperature Source",http://scholar.colorado.edu/asen_gradetds/164,2017-10-13,published,48
"NIST Microwave Blackbody: the Design, Testing, and Verification of a Conical Brightness Temperature Source",http://scholar.colorado.edu/asen_gradetds/230,2018-12-06,published,0
NLTE Spectral Synthesis Based on 3D MHD Convection Simulations - Understanding the Role of the Magnetic Field in Intensity Variations,http://scholar.colorado.edu/astr_facpapers/32,2017-09-19,published,2
"NMR Resonance Assignment of the Therapeutic RNA Aptamer Macugen in Complex with its in Vivo Target, the Heparin Binding Domain of VEGF165",http://scholar.colorado.edu/chem_gradetds/21,2016-02-15,published,8
"NO SOY GÜERO, SOY LATINO: A PHENOMENOLOGICAL APPROACH TO RACIAL DISCRIMINATION AGAINST ‘WHITE-LOOKING LATINXS’",http://scholar.colorado.edu/honr_theses/1635,2018-08-10,published,27
NOVA regulates Dcc alternative splicing during neuronal migration and axon guidance in the spinal cord.,http://scholar.colorado.edu/mcdb_facpapers/27,2018-02-14,published,4
NOVA2-mediated RNA regulation is required for axonal pathfinding during development.,http://scholar.colorado.edu/mcdb_facpapers/26,2018-02-14,published,4
NSIDC Green Data Center Project: Coolerado and Modeling an Application of the Maisotsenko Cycle,http://scholar.colorado.edu/cven_gradetds/19,2016-09-07,published,24
Nachschrift. English;Transcript,http://scholar.colorado.edu/books/137,2017-08-30,published,4
Named entity recognition: adapting to microblogging,http://scholar.colorado.edu/csci_ugrad/29,2014-08-26,published,17
Naming Things for Children: The Basic Level Is Not Ad Hoc,http://scholar.colorado.edu/cril/vol14/iss1/8,2018-09-22,published,2
Nano-scale Fourier Transform Infrared Spectroscopy using a Thermal Source,http://scholar.colorado.edu/honr_theses/877,2015-04-30,published,63
Nanoindentation of Bio- and Geo-mineralized Composites: Contribution of Microstructure and Composition,http://scholar.colorado.edu/mcen_gradetds/11,2016-06-07,published,7
Nanomaterial Characterization Using Actuated Microelectromechanical Testing Stages,http://scholar.colorado.edu/mcen_gradetds/13,2016-06-07,published,9
Nanomechanical Systems from 2D Materials,http://scholar.colorado.edu/mcen_gradetds/78,2017-02-02,published,39
"Nanoparticle Diffusion, Aggregation, and Fractal Growth in Fluid Smectic Membranes",http://scholar.colorado.edu/honr_theses/912,2015-04-30,published,85
Nanoparticles Formed by Acoustic Destruction of Microbubbles and Their Utilization for Imaging and Effects on Therapy by High Intensity Focused Ultrasound.,http://scholar.colorado.edu/chbe_facpapers/3,2018-06-29,published,3
Nanoscale Architectures of Silicon Anodes for Advanced Lithium-ion Batteries,http://scholar.colorado.edu/mcen_gradetds/90,2017-03-01,published,38
Nanoscale EUV Microscopy on a Tabletop: A General Transmission and Reflection Mode Microscope Based on Coherent Diffractive Imaging with High Harmonic Illumination,http://scholar.colorado.edu/phys_gradetds/6,2015-05-21,published,66
Nanoscale Reagents for the Detection and Treatment of Tuberculosis in Resource Limited Regions,http://scholar.colorado.edu/chem_gradetds/173,2017-04-30,published,4
Nanoscale and Ultrafast Imaging and Spectroscopy to Probe Heterogeneity of Novel Materials and Coherence of Thermal Near-Fields,http://scholar.colorado.edu/phys_gradetds/209,2017-10-25,published,25
Nanoscale and Ultrafast Imaging and Spectroscopy to Probe Heterogeneity of Novel Materials and Coherence of Thermal Near-Fields,http://scholar.colorado.edu/phys_gradetds/256,2018-12-06,published,2
Nanostructured And Photoelectrochemical Systems For Solar Photon Conversion,http://scholar.colorado.edu/books/129,2017-08-30,published,2
Nanostructured Polymeric Materials and Their Implementation in Enhancing Biocatalytic Processes,http://scholar.colorado.edu/chbe_gradetds/130,2019-01-28,published,7
Nanostructures of Liquid Crystal Phases,http://scholar.colorado.edu/phys_gradetds/52,2016-08-18,published,7
Nanowire Arrays and 3D Porous Conducting Networks for Li-Ion Battery Electrodes,http://scholar.colorado.edu/mcen_gradetds/79,2017-02-03,published,13
"Narrating Preterition: Postsecularism, Analysis, and Gravity's Rainbow",http://scholar.colorado.edu/honr_theses/1582,2018-07-10,published,19
Narrating Resistance through Failure: Queer Temporality and Reevaluations of Success in Junot Díaz's The Brief Wondrous Life of Oscar Wao,http://scholar.colorado.edu/coml_gradetds/43,2017-08-31,published,63
Narrative Discourse in Female Collegiate Athletes Pre- and Post-Concussion,http://scholar.colorado.edu/slhs_gradetds/38,2017-06-07,published,12
Narrative Discourse in Male Athletes Pre- and Post-Concussion,http://scholar.colorado.edu/slhs_gradetds/30,2017-03-24,published,24
Narrative and Identity Construction among Ethiopian Immigrants,http://scholar.colorado.edu/cril/vol20/iss1/2,2018-09-19,published,4
Narratives of Continuity and Change: Changing Logics and Institutional Work in the United States Army,http://scholar.colorado.edu/socy_gradetds/21,2016-09-21,published,8
Narratives of Nothing in Twentieth-Century Literature,http://scholar.colorado.edu/coml_gradetds/20,2017-03-02,published,24
Narrowband 5 GHz Mobile Channel Characterization,http://scholar.colorado.edu/tlen_gradetds/10,2017-03-30,published,21
Nation and Citizenship in the Twentieth-Century British Novel,http://scholar.colorado.edu/cuathors/50,2017-08-31,published,1
National Competent Authorities as the Reference Member State:  Understanding the Variables Affecting their Regulatory Decisions,http://scholar.colorado.edu/honr_theses/1544,2018-05-21,published,17
National Health Insurance 1970-1975: Success and Failures of the Gray Panthers and Women's Health Movement,http://scholar.colorado.edu/honr_theses/97,2014-06-06,published,32
Nationwide Distributional Determinants For A Wildlife And Human Parasite,http://scholar.colorado.edu/ebio_gradetds/38,2016-12-15,published,6
Native Americans and the U. S. Census: A Brief Historical Survey,http://scholar.colorado.edu/libr_facpapers/28,2014-10-20,published,57
Native Perception of the Yucca’n Nuclear Waste Conversation,http://scholar.colorado.edu/honr_theses/1541,2018-05-21,published,17
Native and Foreign Interstate Migration: An Empirical Comparison of the Last 40 years,http://scholar.colorado.edu/honr_theses/605,2014-07-24,published,14
Natural Domesticated Disasters,http://scholar.colorado.edu/engl_gradetds/51,2017-01-25,published,4
Natural Language Processing with Hierarchical Neural Network Models,http://scholar.colorado.edu/csci_gradetds/94,2017-03-08,published,30
Natural Language Understanding: Deep Learning for Abstract Meaning Representation,http://scholar.colorado.edu/csci_gradetds/148,2017-10-31,published,79
Natural Language Understanding: Deep Learning for Abstract Meaning Representation,http://scholar.colorado.edu/csci_gradetds/179,2018-11-01,published,12
Natural Singing: A Guide for Using the Alexander Technique to Teach Voice,http://scholar.colorado.edu/mvoc_gradetds/2,2018-06-01,published,56
Natural and Artificial Satellite Dynamics and Evolution Around Near-Earth Asteroids with Solar Radiation Pressure,http://scholar.colorado.edu/asen_gradetds/213,2018-11-01,published,11
Natural hybridization of the bisexual teiid lizard Cnemidophorus inornatus and the unisexual Cnemidophorus perplexus in southern New Mexico,http://scholar.colorado.edu/sbio/36,2014-09-11,published,14
Nature Visions,http://scholar.colorado.edu/art_mfa/23,2018-07-20,published,0
Nature’s Influence on Narrative in Chekhov’s Fiction,http://scholar.colorado.edu/gsll_gradetds/28,2018-10-11,published,2
"Navajo Home Heating Practices, Their Impacts on Air Quality and Human Health, and a Framework to Identify Sustainable Solutions",http://scholar.colorado.edu/cven_gradetds/97,2017-11-20,published,21
"Navajo Home Heating Practices, Their Impacts on Air Quality and Human Health, and a Framework to Identify Sustainable Solutions",http://scholar.colorado.edu/cven_gradetds/398,2018-12-06,published,0
Navigating Virtual Spaces: Spatial Language and Cognition in a Virtual World,http://scholar.colorado.edu/ling_gradetds/45,2017-03-30,published,17
Navigating a Hispanic-American Ethnic Identity at a Predominantly White University,http://scholar.colorado.edu/honr_theses/1592,2018-05-22,published,26
Near Optimal Rational Approximations of Large Data Sets,http://scholar.colorado.edu/appm_gradetds/16,2016-07-19,published,6
Near-Infrared LIF Spectroscopy of HfF,http://scholar.colorado.edu/phys_facpapers/49,2015-07-09,published,16
Near-Infrared Observations of Compact Binary Systems,http://scholar.colorado.edu/astr_gradetds/18,2016-09-23,published,10
Negating the Yearly Eccentricity Magnitude Variation of Super-synchronous Disposal Orbits due to Solar Radiation Pressure,http://scholar.colorado.edu/asen_gradetds/60,2016-12-15,published,9
Negative Feedbacks on Bark Beetle Outbreaks: Widespread and Severe Spruce Beetle Infestation Restricts Subsequent Infestation,http://scholar.colorado.edu/libr_oafund/21,2015-07-20,published,8
Negative Ion Photoelectron Spectroscopy: Testing the Limits of Normal Mode Analysis,http://scholar.colorado.edu/chem_gradetds/59,2016-09-20,published,7
Negative Political Advertisements and Effects on System-Based Beliefs,http://scholar.colorado.edu/honr_theses/483,2014-06-23,published,36
"Negative feedback control over the hypothalamic-pituitary-adrenal axis response to stress is a function of temporal, spatial and physiological actions of corticosterone",http://scholar.colorado.edu/psyc_gradetds/54,2017-01-06,published,61
Negotiating Black Masculinity And Audience Across High School Contexts: A Feminist PostStructural Analysis Of Three Non-Dominant Students’ Multiliteracy Composition Practices During Digital Storytelling,http://scholar.colorado.edu/educ_gradetds/69,2017-04-17,published,13
Negotiating Masculinity in Salinger's Catcher in the Rye,http://scholar.colorado.edu/honr_theses/1225,2016-05-13,published,476
Negotiating Modernity: An Imam in Paris,http://scholar.colorado.edu/coml_gradetds/24,2017-03-21,published,19
Negotiating Organizational Identity with Obsessive-Compulsive Disorder,http://scholar.colorado.edu/comm_gradetds/79,2018-10-11,published,15
Negotiating Rupture: The Avant-Garde films of Ken Jacobs,http://scholar.colorado.edu/arth_gradetds/16,2017-01-04,published,5
Negotiating the Future: Leveraging Socio-technical Narratives to Engage Multiple Voices in the Ethics of Our Future,http://scholar.colorado.edu/csci_gradetds/154,2018-04-02,published,25
Neighborhood Effects on Behavioral and Educational Trajectories of U.S. Children and Adolescents,http://scholar.colorado.edu/geog_gradetds/79,2017-03-17,published,33
Neo-Traditional Town Centers and Residential Travel Behavior: Effect of Retail Composition,http://scholar.colorado.edu/honr_theses/863,2015-04-30,published,45
Neoliberalism and the Environmental Movement: Contemporary Considerations for the Counter Hegemonic Struggle,http://scholar.colorado.edu/honr_theses/1013,2016-05-09,published,171
"Neonatal Hair Cortisol in Relation to Maternal Environment, Sociodemographic Factors, and Infant Birth and Growth Outcomes in Rural Gambia",http://scholar.colorado.edu/anth_gradetds/78,2018-12-06,published,5
"Neonatal Hair Cortisol in Relation to Maternal Environment, Sociodemographic Factors, and Infant Birth and Growth Outcomes in Rural Gambia",http://scholar.colorado.edu/anth_gradetds/64,2017-10-31,published,32
"Nepali Youth in America: A Contemporary Look at Cultural Identity, Community, and Ties to ""Home""",http://scholar.colorado.edu/honr_theses/39,2014-06-06,published,34
Nero Tyrannus: The Physiological and Psychosomatic Causes of his Tyrannical Legacy,http://scholar.colorado.edu/honr_theses/1006,2015-11-19,published,132
Nested mesoscale-to-LES modeling of the atmospheric boundary layer in the presence of under-resolved convective structures,http://scholar.colorado.edu/atoc_facpapers/41,2018-07-23,published,0
Nesting Status and Food of the Golden Eagle in Northern Colorado,http://scholar.colorado.edu/print_theses/17,2015-07-08,published,31
Nestmate Recognition and Cuticular Hydrocarbon Profiles in the Ant Formica argentea,http://scholar.colorado.edu/ebio_gradetds/22,2016-08-30,published,13
Netrin1/DCC signaling promotes neuronal migration in the dorsal spinal cord.,http://scholar.colorado.edu/mcdb_facpapers/15,2018-02-14,published,0
Network Structure Sampling in Bayesian Networks via Perfect Sampling from Linear Extensions,http://scholar.colorado.edu/appm_gradetds/98,2018-04-25,published,7
Network Structure Sampling in Bayesian Networks via Perfect Sampling from Linear Extensions,http://scholar.colorado.edu/appm_gradetds/110,2018-10-11,published,3
Networks and Legislative Politics in Brazil: Exploring the Causes and Consequences of Political Networks for Parties and Legislators,http://scholar.colorado.edu/psci_gradetds/36,2017-03-10,published,22
Networks of Many Loves: a History of Alternative Media in the Polyamory Movement,http://scholar.colorado.edu/jour_gradetds/34,2017-08-02,published,64
Networks of Many Loves: a History of Alternative Media in the Polyamory Movement,http://scholar.colorado.edu/jour_gradetds/33,,withdrawn,0
Neural Crest Cell Development and Evolution,http://scholar.colorado.edu/ebio_gradetds/124,2018-12-06,published,1
Neural Crest Cell Development and Evolution,http://scholar.colorado.edu/ebio_gradetds/96,2017-10-13,published,30
Neural Mechanisms of Fatigue in Humans,http://scholar.colorado.edu/iphy_gradetds/45,2017-05-09,published,17
Neural Mechanisms of Subclinical Depressive Symptoms in Women: a Pilot Functional Brain Imaging Study,http://scholar.colorado.edu/libr_oafund/16,2014-08-13,published,24
Neural and Computational Mechanisms of Reward and Aversion,http://scholar.colorado.edu/psyc_gradetds/125,2018-04-02,published,15
Neural and Conceptual Interpretations of Parallel Distributed Processing Models ; CU-CS-322-86,http://scholar.colorado.edu/csci_techreports/316,2014-08-27,published,10
Neural circuitry involved in physiological responses following acute and repeated psychological stress: role of the anterior posterior hypothalamus,http://scholar.colorado.edu/psyc_gradetds/40,2016-12-02,published,8
Neural field model of memory-guided search.,http://scholar.colorado.edu/appm_facpapers/14,2019-01-16,published,2
Neuroanatomical Correlates of Anxiety and Depression Tripartite Dimensions in Adolescents,http://scholar.colorado.edu/honr_theses/1358,2017-05-03,published,35
Neurobiological Mechanisms and Psychological Processes Underlying Pain Experience: a Dual-Process Account of Placebo Analgesia in Humans,http://scholar.colorado.edu/psyc_gradetds/102,2017-08-02,published,19
Neuromuscular Determinants of Manual Dexterity and Walking Performance in Healthy Individuals and Persons with Multiple Sclerosis,http://scholar.colorado.edu/iphy_gradetds/59,2017-10-31,published,34
Neuromuscular Determinants of Manual Dexterity and Walking Performance in Healthy Individuals and Persons with Multiple Sclerosis,http://scholar.colorado.edu/iphy_gradetds/84,2018-12-06,published,0
Neuronal Activity in the Nucleus Accumbens During Maternal and Paternal Behavior,http://scholar.colorado.edu/honr_theses/1621,2018-08-10,published,10
Neuronal trephocytes,http://scholar.colorado.edu/sbio/16,2014-09-11,published,2
Neurophysiological Correlates of Word Recognition in Noise in Adults and Children,http://scholar.colorado.edu/slhs_gradetds/33,2017-04-04,published,8
Neutral Hydrogen Emission in Nearby X-ray-Selected Active Galaxies,http://scholar.colorado.edu/honr_theses/99,2014-06-06,published,10
New Accurate Algorithms for Singular Value Decomposition of Matrix Triplets ; CU-CS-833-97,http://scholar.colorado.edu/csci_techreports/783,2014-08-27,published,7
New Approaches to Programming ; CU-CS-429-89,http://scholar.colorado.edu/csci_techreports/412,2014-08-27,published,2
New Architectures: Performance Highlights and New Algorithms ; CU-CS-403-88,http://scholar.colorado.edu/csci_techreports/386,2014-08-27,published,0
"New Cultural Identities Through Literature and Rock Music In Latin America (Mexico, Colombia, Argentina, Brazil)",http://scholar.colorado.edu/span_gradetds/11,2016-11-13,published,55
New England's Generation : The Great Migration And The Formation Of Society And Culture In The Seventeenth Century,http://scholar.colorado.edu/books/125,2017-08-30,published,12
New Forms of Exclusion and Manifestations of Racism in Barack Obama’s Rhetoric of Immigration Reform,http://scholar.colorado.edu/comm_gradetds/37,2017-01-04,published,13
New Insights into Fossil Fuel Volatile Organic Compound Emissions and Chemistry Using H3O+ and NO+ Chemical Ionization Mass Spectrometry,http://scholar.colorado.edu/chem_gradetds/214,2017-10-21,published,27
New Insights into Fossil Fuel Volatile Organic Compound Emissions and Chemistry Using H3O+ and NO+ Chemical Ionization Mass Spectrometry,http://scholar.colorado.edu/chem_gradetds/268,2018-12-06,published,0
New Insights into High-Tc Superconductivity from Angle-Resolved Photoemission at Low Photon Energies,http://scholar.colorado.edu/phys_gradetds/32,2016-07-12,published,12
New Insights into Ice Age and Post-Industrial Marine Carbonate System Dynamics Inferred from the Geochemistry of Benthic Foraminifera and a Scleractinian Coral,http://scholar.colorado.edu/geol_gradetds/89,2017-03-05,published,13
New Insights into the Structure and Energetics of the Martian Ionosphere,http://scholar.colorado.edu/astr_gradetds/50,2018-03-07,published,5
New Jews : The End Of The Jewish Diaspora,http://scholar.colorado.edu/books/134,2017-08-30,published,0
"New Librarians: Building Culture and Connections - Onboarding, Training, and Manuals",http://scholar.colorado.edu/libr_facpapers/72,2016-11-08,published,16
New Methods for the Synthesis of All-Carbon Quaternary Centers via the Reactions of N-Vinyl Nitrones and Phenyl Hydrazines with Ketenes,http://scholar.colorado.edu/chem_gradetds/100,2017-01-18,published,7
New Methods in Carbohydrate Chemistry: Dehydrative Glycosylation with Cyclic Phosphonium Anhydrides and α-Selective Glycosylation of Glycosyl Phosphinites,http://scholar.colorado.edu/chem_gradetds/201,2017-09-28,published,14
New Methods in Optical Track Association and Uncertainty Mapping of Earth-Orbiting Objects,http://scholar.colorado.edu/asen_gradetds/57,2016-12-15,published,11
New Observational and Modeling Techniques for Multistatic Specular Meteor Radar,http://scholar.colorado.edu/asen_gradetds/128,2017-05-15,published,45
New Perspectives On Compensation,http://scholar.colorado.edu/books/149,2017-08-30,published,2
New Rhetoric Meets New Dialectics: A Methodological Interaction on Music and Computational Creativity,http://scholar.colorado.edu/comm_gradetds/48,2017-02-27,published,5
New SmAPF Mesogens Designed for Analog Electrooptics Applications.,http://scholar.colorado.edu/phys_facpapers/113,2018-05-15,published,3
New Spiral Wound Bioelectrochemical Systems and Control Automation for Energy Production and Wastewater  Treatment,http://scholar.colorado.edu/cven_gradetds/177,2018-05-21,published,6
New Synthetic Approaches to Chromium Dioxide and Synthesis of Group 4 Organometallics Supported by β-Diketonate Ligands,http://scholar.colorado.edu/chem_gradetds/296,2019-01-28,published,1
New Techniques for Path Planning in Image Space ; CU-CS-1052-09,http://scholar.colorado.edu/csci_techreports/981,2014-08-27,published,2
New Time and Multipath Augmentations for the Global Positioning System,http://scholar.colorado.edu/asen_gradetds/115,2017-04-21,published,12
New Tools for Investigating Student Learning in Upper-division Electrostatics,http://scholar.colorado.edu/phys_gradetds/135,2017-03-15,published,15
New Tools for Precision Measurement and Quantum Science with Narrow Linewidth Optical Transitions,http://scholar.colorado.edu/phys_gradetds/231,2018-05-22,published,34
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2000-2018 - December 2018",http://scholar.colorado.edu/mecco_data/106,2019-01-10,published,20
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2000-2018 - November 2018",http://scholar.colorado.edu/mecco_data/93,2018-12-14,published,5
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2000-2018 - October 2018",http://scholar.colorado.edu/mecco_data/80,2018-11-12,published,4
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2000-2018 - September 2018",http://scholar.colorado.edu/mecco_data/70,2018-10-09,published,5
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2005-2018 - April 2018",http://scholar.colorado.edu/mecco_data/8,2018-05-24,published,20
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2005-2018 - August 2018",http://scholar.colorado.edu/mecco_data/56,2018-09-11,published,10
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2005-2018 - July 2018",http://scholar.colorado.edu/mecco_data/44,2018-08-07,published,11
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2005-2018 - June 2018",http://scholar.colorado.edu/mecco_data/32,2018-07-05,published,12
"New Zealand Newspaper Coverage of Climate Change or Global Warming, 2005-2018 - May 2018",http://scholar.colorado.edu/mecco_data/20,2018-06-05,published,8
New and little-known species of Pheidole (Hymenoptera: Formicidae) from the southwestern United States and northern Mexico,http://scholar.colorado.edu/sbio/7,2014-09-11,published,2
New insights into the atmospheric mercury cycling in central Antarctica and implications on a continental scale,http://scholar.colorado.edu/instaar_facpapers/6,2018-02-27,published,2
New records from Banks Island expand the diversity of Eocene fishes from Canada’s western Arctic Greenhouse,http://scholar.colorado.edu/geol_facpapers/17,2018-12-19,published,2
News in the Shadow of War,http://scholar.colorado.edu/jour_gradetds/30,2017-05-08,published,28
Newton -- A Dynamic Program Analysis Tool Capabilities Specification ; CU-CS-200-81,http://scholar.colorado.edu/csci_techreports/197,2014-08-27,published,1
